doc_id,title,authors,doi,pub_date,year,abstract,source_type,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR_SIGNALING,LLM_MECH_CELL_DEATH,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL,STUDY_DETECTION_HUMAN,STUDY_EXPOSURE
bio_667e78826d73,Degradation of PET plastic with engineered environmental bacteria,"Alice M. Banks, Umar Abdulmutalib, Christian Sonnendecker, Juhyun Kim, Charlotte Bosomworth, Stuart Brown, Ren Wei, Carolina Álvarez-Ortega, Pablo Pomposiello, Claudio Avignone-Rossa, Gerald Larrouy-Maumus, Wolfgang Zimmermann, José I. Jiménez *",10.1101/2024.09.24.614569,2024-09-24,2024,"Polyethylene terephthalate (PET) is one of the most widely used plastic materials in the food and textile industry. Consequently, post-consumer PET waste is a common environmental pollutant that leaks into the environment in the form of macro and microplastics with concerning health impacts. There is a pressing need to identify novel and sustainable solutions to process the abundance of PET waste contributing to this pollution. While there is extensive research into enzymes able to hydrolyse PET  in vitro , a similar solution for discarded or difficult-to-collect PET based on whole-cell microbial catalysts is missing. In this work we report the engineering of environmental bacteria to use PET as a growth substrate. This was achieved by isolating a strain of  Pseudomonas umsongensis  able to use the PET monomer terephthalate as carbon source, engineering the strain to effectively secrete the high-activity PET hydrolase PHL7 through the addition of a recombinant TAT secretion leader sequence, and enhancing the bioavailability of PET by transforming it into an amorphous and macroporous structure by pre-treatment with an organic solvent. Our findings demonstrate the direct microbial consumption of PET, which could lead to improved and more sustainable upcycling strategies for this plastic.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bio_66bb1abe6c6f,Common types of microdebris affect the physiology of reef-building corals,"Jessica Reichert *, Vanessa Tirpitz, Katherine Plaza, Elisabeth Wörner, Luisa Bösser, Susanne Kühn, Sebastian Primpke, Patrick Schubert, Maren Ziegler, Thomas Wilke",10.1101/2023.12.04.569976,2023-12-04,2023,"Marine debris, particularly microdebris (< 1 mm) poses a potential threat to marine life, including reef-building corals. While previous research has mainly focused on the impact of single polymer microplastics, the effects of natural microdebris, composed of a mixture of materials, have not been explored. Therefore, this study aimed to assess the effects of different microdebris, originating from major sources of pollution, on reef-building corals. For this, we exposed two scleractinian coral species,  Pocillopora verrucosa  and  Stylophora pistillata , known to frequently ingest microplastics, to four types of microdebris in an 8-week laboratory experiment: fragmented environmental plastic debris, artificial fibers from clothing, residues from the automobile sector consisting of tire wear, brake abrasion, and varnish flakes, a single polymer microplastic treatment consisting of polyethylene particles, and a microdebris-free control treatment. Specifically, we (I) compared the effects of the different microdebris on coral growth, necrosis, and photosynthesis, (II) investigated the difference between the microdebris mixtures and the exposure to the single polymer treatment, and (III) identified potential mechanisms causing species-specific effects by contrasting the feeding responses of the two coral species on microdebris and natural food. We show that the fibers and tire wear had the strongest effects on coral physiology, with  P. verrucosa  being more affected than  S. pistillata . Both species showed increased volume growth in response to the microdebris treatments, accompanied by decreased calcification in  P. verrucosa . Photosynthetic efficiency of the symbionts was enhanced in both species. The species-specific physiological responses might be attributed to feeding reactions, with  P. verrucosa  responding significantly more often to microdebris than  S. pistillata . These findings highlight the effect of different microdebris on coral physiology and the nee",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bio_673e86436f35,Inhalable textile microplastic fibers impair lung repair,"F. van Dijk, S. Song, G.W.A van Eck, X. Wu, I.S.T. Bos, D.H.A. Boom, I.M. Kooter, D.C.J. Spierings, R. Wardenaar, M. Cole, A. Salvati, R. Gosens, B.N. Melgert *",10.1101/2021.01.25.428144,2021-01-25,2021,"Synthetic textiles shed fibers that accumulate indoors and this results in continuous exposure when indoors. High exposure to microplastic fibers in nylon flock workers has been linked to the development of airway and interstitial lung disease, but the exact health effects of microplastic fibers on the lungs are unknown. Here we determined effects of polyester and nylon textile microplastic fibers on airway and alveolar epithelial cells using human and murine lung organoids. We observed that particularly nylon microfibers had a negative impact on the growth and development of airway organoids. We demonstrated that this effect was mediated by components leaking from nylon. Moreover, our data suggested that microplastic textile fibers may especially harm the developing airways or airways undergoing repair. Our results call for a need to assess exposure and inhalation levels in indoor environments to accurately determine the actual risk of these fibers to human health. Airborne fibers shed from synthetic textiles, in particular nylon, can inhibit repair of the cells coating the airways",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
med_6957af297479,Unveiling Hidden Threats: Introduction of a Routine Workflow for Label-Free and Non-destructive Detection of Microplastics in Human FFPE Tissue Sections,"Elisabeth S. Gruber *, Verena Karl, Kristina Duswald, Mukund S. Bhamidipalli, Michaela Schlederer, Tanja Limberger, Béla Teleky, Lukas Kenner *, Markus Brandstetter *",10.1101/2025.01.09.24319030,2025-01-09,2025,"Microplastic (MP) pollution has emerged as a significant environmental and health concern. This study aimed at developing a novel method for detecting MP particles in deparaffinized formalin-fixed paraffin-embedded (FFPE) routine tissue sections of human colon samples. By utilizing mid-infrared photothermal (MIP) microscopy, also known as optical photothermal infrared (OPTIR) spectroscopy, we here aimed to establish a work-flow representing a non-destructive infrared spectroscopic approach for distinct identification and localization of polymers in FFPE colon tissue sections by respecting standardized protocols well integrated into clinical routine. After OPTIR analysis, samples were processed to H&E staining for histopathological analysis at defined regions of interest. By using OPTIR spectroscopy, we succeeded in localizing polyethylene (PE), polystyrene (PS), and polyethylene terephthalate (PET) MPs in distinct regions of interest (21 PE particles, 1 PS particle, 1 PET fiber) and clearly identifying the embedded polymers in the respective colon tissue sections. Subsequent H&E analysis confirmed characteristic histopathological features of inflammation spatially associated with the respective MP polymers. We present here for the first time a diagnostic workflow that has the potential to enhance our understanding of MP accumulation in routine organ tissue slides and allows for exploration of its implications for human health. The observed morphological H&E features in proximity to the identified MPs could possibly indicate a link between MP exposure and colon inflammation.",medRxiv (preprint),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
bio_6c9c02886c4e,"Micro and Nanoplastics Interactions with Plant Species: Trends, Meta-Analysis, and Perspectives","Imran Azeem, Muhammad Adeel *, Muhammad Arslan Ahmad, Noman Shakoor, Muhammad Zain, Naglaa Yousef, Zhao Yinghai, Kamran Azeem, Pingfan Zhou, Jason C. White, Xu Ming *, Yukui Rui *",10.1101/2022.02.11.480069,2022-02-11,2022,"The ubiquitous presence of nano plastics (NPx) and micro plastics (MPx) in the environment has been demonstrated, and as such, the exposure scenarios, mechanisms of plant response, and ultimate risk must be determined. However, the current literature reports ambiguous outcomes and provides limited mechanistic insight into critical governing processes. Here, we performed a meta-analysis of the most recent literature investigating the effect of MPx/NPx on plant species under laboratory and field conditions so as to evaluate the current state of knowledge. Toxic effects of MPx/NPx exposure in plants varies as a function of plant species and interestingly, generally non-significant responses are reported in staple crops. NPx (<100 nm) more negatively affected plant development parameters (n=341) (n is total number of observations), photosynthetic pigments (n=80), and biochemical indicators (n=91) than did MPx (>100 nm). Surprisingly, NPx exposure yielded negligible effects on germination rate (n=17), although root morphology (n=45) was negatively affected. Alternatively, MPx negatively affected on germination (n= 27) and generally non-significant affect with regard to root morphology (n=64). The effect of MPx/NPx on plant health decreases with increasing exposure time. No specific trends were evident for the production of biochemical enzymes as related to MPx/NPx concentration or size. Future work should include crop full life cycle studies to highlight the accumulation of MPx/NPx in edible tissues and also to investigate potential trophic transfer of MPx/NPx. Furthermore, we provide a framework for additional investigative work to address these and other knowledge gaps and to enable accurate assessment of the fate and risk of these materials to environmental and human health. Accumulation of plastic (MPx and NPx) particles is increasing in environmental compartments, and this might be threatened to agricultural plants. Graphical Abstract",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
bio_733b10606c77,Effects of microplastic ingestion on hydrogen production and microbiomes in the gut of the terrestrial isopod  Porcellio scaber,"Linda Hink, Anja Holzinger, Tobias Sandfeld, Alfons R. Weig, Andreas Schramm, Heike Feldhaar, Marcus A. Horn *",10.1101/2022.06.22.497054,2022-06-22,2022,"Microplastic (MP) pollution is an environmental burden. MP enters food webs via ingestion by macrofauna, including isopods ( Porcellio scaber ) in terrestrial ecosystems. However, MP-effects on the host and its gut microbiome are largely unknown. We tested the hypothesis that biodegradable (polylactic acid, PLA) and non-biodegradable (polyethylene terephthalate, PET; polystyrene, PS) MP have contrasting effects on  P. scaber  mediated by changes of the associated gut microbiome. Although the isopods avoided food containing PS, isopod fitness after eight-week MP-exposure was unaffected. Qualitative and quantitative 16S rRNA gene and 16S rRNA analyses of gut microbiomes indicated general MP effects, MP-type specific indicator taxa, and stimulation by PLA compared to MP-free controls. Isopods emitted hydrogen, and its production increased and decreased after PLA-food and PET- or PS-food ingestion, respectively, relative to controls as indicated by microsensor measurements. Gut pH was unaffected by MP. We identified the gut of  P. scaber  as significant mobile source of reductant for soil microbiomes likely due to  Enterobacteriaceae  related fermentation activities that were stimulated by lactate generated during PLA-degradation. The findings suggest negative effects of PET and PS on gut fermentation, modulation of isopod hydrogen emissions by MP pollution, and the potential of MP to affect terrestrial food webs.",bioRxiv (preprint),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bio_750ea638795e,Testing a Method for Quantifying Microplastic Content in  Mytilus californianus,"Ajeetesh S. Sidhu, William Sun, Mariam B. Helal, Aryaman Gupta, Aarsh Mittal, Serena Ramanathan, Manu Thakur, Bhoomi Jain, Dylan Wang, Andrew Benson *, Connor T. Adams *",10.1101/2024.03.04.583441,2024-03-04,2024,"With the proliferation of microplastics within the environment, there has been an increased need to quantify them within organic tissues of aquatic species. Several studies have examined the potential role of mussels in filtering these contaminants, prompting interest in characterizing uptake and retention of microplastics in these species. There are a variety of methods to isolate and quantify microplastics, including density separation, enzymatic digestion, and filtration. The applicability of a combined digestion and ultrasonic bath methodology in isolating microplastics from the California mussel ( Mytilus californianus Conrad, 1837 ) was investigated. Microplastics were added to 20-gallon tanks at 0 g (control) 8 mg. Mussel tissues from each tank were digested using potassium hydroxide solutions. These digestions were subjected to vacuum filtration and a sonication bath, then treated with a mixture of sodium hypochlorite and nitric acid. It was found that this method successfully removed organic tissue from the mussels while leaving dyed microplastics intact. The latter were quantified using fluorescent microscopy. This proof-of-principle experiment indicates that this technique can be applied to further studies on environmental impact and retention of microplastics in mussels and may also have utility for other shellfish.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bio_7ae8cbf06fb2,Textile waste and microplastic induce activity and development of unique hydrocarbon-degrading marine bacterial communities,"Elsa B. Girard, Melanie Kaliwoda, Wolfgang W. Schmahl, Gert Wörheide, William D. Orsi *",10.1101/2020.02.08.939876,2020-02-08,2020,"Biofilm-forming microbial communities on plastics and textile fibers are of growing interest since they have potential to contribute to disease outbreaks and material biodegradability in the environment. Knowledge on microbial colonization of pollutants in the marine realm is expanding, but metabolic responses during substrate colonization remains poorly understood. Here, we assess the metabolic response in marine microbial communities to three different micropollutants, virgin high-density polyethylene (HDPE) microbeads, polysorbate-20 (Tween), and textile fibers. Intertidal textile fibers, mainly cotton, virgin HDPE, and Tween induced variable levels of microbial growth, respiration, and community assembly in controlled microcosm experiments. RAMAN characterization of the chemical composition of the textile waste fibers and high-throughput DNA sequencing data shows how the increased metabolic stimulation and biodegradation is translated into selection processes ultimately manifested in different communities colonizing the different micropollutant substrates. The composition of the bacterial communities colonizing the substrates were significantly altered by micropollutant substrate type and light conditions. Bacterial taxa, closely related to the well-known hydrocarbonoclastic bacteria  Kordiimonas  spp. and  Alcanivorax  spp., were enriched in the presence of textile-waste. The findings demonstrate an increased metabolic response by marine hydrocarbon-degrading bacterial taxa in the presence of microplastics and textile waste, highlighting their biodegradation potential. The metabolic stimulation by the micropollutants was increased in the presence of light, possibly due to photochemical dissolution of the plastic into smaller bioavailable compounds. Our results suggest that the development and increased activity of these unique microbial communities likely play a role in the bioremediation of the relatively long lived textile and microplastic pollutants in marin",bioRxiv (preprint),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bio_8392eb1d6c9d,Toxicity of microplastics and plastic additive co-exposure in liver Disse organoids from healthy donors and patient-derived induced pluripotent stem cells,"Shaojun Liang, Yixue Luo, Jun Yi, Lu Feng, Mingen Xu, Rui Yao *",10.1101/2022.09.12.506301,2022-09-12,2022,"The ubiquitous microplastics (MPs) and plastic additives in the environment usually form complexes, enter human blood circulation, and increase the risk of steatohepatitis. The liver Disse space plays a vital role in corresponding hepatic pathological processes. However, due to the limited understanding of the regulatory cues in multilineage maturation, the generation of large-scale Disse-like organoids (DOs) mirroring the comprehensive toxicity responses of MPs is challenging. Here, using human-induced pluripotent stem cells (hiPSCs), we biofabricated healthy donors and patient-derived DOs containing hepatocytes, endothelial cells, and hepatic stellate cells, resembling the features of Disse space. These organoids revealed that polystyrene MPs preferentially entered endothelial cells and then dispersed throughout the organoids, similar to reported studies in zebrafish. Co-exposure to MPs and tetrabromobisphenol A (TBBPA), a common plastic additive, showed enhanced accumulation of contamination in the organoids. We also biofabricated alcoholic liver disease (ALD) patient-derived DOs representing the specific disease transcriptional profiles. We found that co-exposure to MPs and TBBPA at environmental-related dosages significantly elevated the pathological transcriptional expression and biochemical profiles in patient-derived DOs but not in healthy organoids, suggesting that both hereditary factors and pollutants contribute to susceptibility to environmental toxicants. This study exemplified the value of biofabricated hiPSC-derived organoids in environmental toxicology and offered a powerful strategy for personalized toxicology evaluation.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
bio_57347ae87266,"MICROPLASTICS IN THE MOUNT TERMINILLO SNOW’S (RIETI, ITALY)","Loris Pietrelli *, Patrizia Menegoni, Ines Millesimi, Maria Sighicelli, Marina Baldi, Bartolomeo Schirone",10.1101/2024.11.15.623744,2024-11-15,2024,"Microplastics (MPs) concentrations in atmospheric fallout is a growing environmental concern, this paper reports data regarding the MPs pollution determined using snow samples collected in wintertime and in 6 different areas on Mount Terminillo (2216 m a.s.l.) a typical Apennines massif located north of Rome. Assessment results show that the maximum average concentration found un snow is 74.69 MPsL -1  of melted snow. The results of the characterization show that the most common MPs form was microfibers having dimensions <5mm. The largest MPs were characterized by Fourier Transformed IR (FTIR) analysis, among the polymer materials, the most abundant were polyamide (PA, 25.93%), polyethylene terephthalate (PET, 22,23%), polyester (PES, 17.28%) polypropylene (PP, 8.64%) and polyethylene (PE, 7.40%). The presence of PTFE fibers and a fragment of ABS, typical materials of technical clothing, shows that MPs contamination is also due to recreational activities as well as atmospheric deposits. The Carbonyl Index values indicated that some MPs (PE, PP) are degraded.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bio_8a2374ed6c61,Collecting-Gathering Biophysics of the Blackworm  L. variegatus,"Harry Tuazon, Chantal Nguyen, Emily Kaufman, Ishant Tiwari, Jessica Bermudez, Darshan Chudasama, Orit Peleg, M. Saad Bhamla *",10.1101/2023.04.28.538726,2023-04-28,2023,"Many organisms exhibit collecting and gathering behaviors as a foraging and survival method. Certain benthic macroinvertebrates are classified as collector-gatherers due to their collection of particulate matter as a food source, such as the aquatic oligochaete  Lumbriculus variegatus  (California blackworms). Blackworms demonstrate the ability to ingest organic and inorganic materials, including microplastics, but previous work has only qualitatively described their possible collecting behaviors for such materials. The mechanism through which blackworms consolidate discrete particles into a larger clumps remains unexplored quantitatively. By analyzing a group of blackworms in a large arena with an aqueous algae solution, we discover that their relative collecting efficiency is proportional to population size. Examining individual blackworms under a microscope reveals that both algae and microplastics physically adhere to the worm’s body due to external mucus secretions, which cause the materials to clump around the worm. We observe that this clumping reduces the worm’s exploration of its environment, potentially due to thigmotaxis. To validate the observed biophysical mechanisms, we create an active polymer model of a worm moving in a field of particulate debris with a short-range attractive force on its body to simulate its adhesive nature. We find that the attractive force increases gathering efficiency. This study offers insights into the mechanisms of collecting-gathering behavior, informing the design of robotic systems, as well as advancing our understanding the ecological impacts of microplastics on benthic invertebrates.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bio_8cf0d9d5759c,Plastic-degrading clusters of orthologous groups reveal near-universal biodegradation potential in prokaryotes,"Shakira Mustari, Loan Tú Phạm, Kari Saikkonen, Miho Nakamura *, Pere Puigbò *",10.1101/2025.06.10.658834,2025-06-10,2025,"Micro- and nanoplastic pollution (MNPP) is an increasing environmental threat due to the persistence, dispersal, and potential toxicity of plastic particles. Although microbial biodegradation offers a sustainable mitigation strategy, a comprehensive understanding of plastic-degrading proteins across microbial taxa is lacking. Here, we present the Plastic-Degrading Clusters of Orthologous Groups (PDCOGs) database ( https://phylobone.com/microworld/PDCOG ), comprising 625,616 potential plastic-degrading proteins (PPDPs) from free-living prokaryotes organized into 51 orthologous groups. The database/PDCOGs enable systematic analysis of microbial plastic-degrading capacity across ecosystems and phylogenetic lineages. Notably, PPDPs constitute ∼3.5% of all prokaryotic proteins, with over 95% of the species having the potential to biodegrade at least one plastic polymer type. This resource provides a genomic tool/framework for exploring the ecological and evolutionary importance of plastic biodegradation and supports future efforts to mitigate the global MNPP crisis.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bio_908e5d356c58,Interactive effects of microplastic pollution and heat stress on reef-building corals,"Jessica Reichert, Vanessa Tirpitz, Rajshree Anand, Katharina Bach, Jonas Knopp, Patrick Schubert, Thomas Wilke, Maren Ziegler *",10.1101/2021.07.30.454458,2021-07-30,2021,"Plastic pollution is an emerging stressor that increases pressure on ecosystems such as coral reefs that are already challenged by climate change. However, the effect of plastic pollution in combination with global warming is largely unknown. Thus, the goal of this study was to determine the cumulative effect of microplastic pollution with that of global warming on reef-building coral species and to compare the severity of both stressors. For this, we conducted a series of three controlled laboratory experiments and exposed a broad range of coral species ( Acropora muricata, Montipora digitata, Porites lutea, Pocillopora verrucosa , and  Stylophora pistillata ) to microplastic particles in a range of concentrations (2.5–2,500 particles L -1 ) and mixtures (from different industrial sectors) at ambient temperatures and in combination with heat stress. We show that microplastic can occasionally have a negative effect on the corals’ thermal tolerance. In comparison to heat stress, however, microplastic constitutes a minor stressor. While heat stress led to decreased photosynthetic efficiency of algal symbionts, and increased bleaching, tissue necrosis, and mortality, treatment with microplastic particles had only minor effects on the physiology and health of the tested coral species at ambient temperatures. These findings underline that while efforts to reduce plastic pollution should continue, they should not replace more urgent efforts to halt global warming, which are immediately needed to preserve remaining coral reef ecosystems. Graphical Abstract",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bio_91ecb9a46ce5,Supercharged Protein Nanosheets for Cell Expansion on Bioemulsions,"Alexandra Chrysanthou, Hassan Kanso, Wencheng Zhong, Li Shang, Julien E. Gautrot *",10.1101/2022.06.21.497058,2022-06-21,2022,"Cell culture at liquid-liquid interfaces, for example at the surface of oil microdroplets, is an attractive strategy to scale up adherent cell manufacturing whilst replacing the use of microplastics. Such process requires the adhesion of cells at interfaces stabilized and reinforced by protein nanosheets displaying high elasticity, but also presenting cell adhesive ligands able to bind integrin receptors. In this report, supercharged albumins are found to form strong elastic protein nanosheets and mediate extracellular matrix (ECM) protein adsorption and cell adhesion. The interfacial mechanical properties and elasticity of supercharged nanosheets is characterized by interfacial rheology and behaviors are compared to those of native bovine serum albumin, human serum albumin and α-lactalbumin. ECM protein adsorption to resulting supercharged nanosheets is then quantified via surface plasmon resonance and fluorescence microscopy, demonstrating the dual role supercharged albumins are proposed to play, as scaffold proteins structuring liquid-liquid interfaces and substrates for the capture of ECM molecules. Finally, the adhesion and proliferation of primary human epidermal stem cells is investigated, at pinned droplets, as well as on bioemulsions stabilized by corresponding supercharged nanosheets. This study demonstrates the potential of supercharged proteins for the engineering of biointerfaces for stem cell manufacturing, and draws structure-property relationships that will guide further engineering of associated systems.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
bio_931f8aa56ed9,The digestive system of a cricket pulverizes polyethylene microplastics,"Marshall W. Ritchie *, Jennifer F. Provencher, Jane E. Allison, Matthew J. Muzzatti, Heath A. MacMillan",10.1101/2023.05.23.541961,2023-05-23,2023,"Microplastics (MPs; <5 mm) are a growing concern and a poorly understood threat to biota. Despite a recent spike in research on MPs, most of this work has focused on marine systems, and less is known about interactions between terrestrial organisms. We used a generalist insect (a cricket;  Gryllodes sigillatus ) to examine whether individuals would ingest and physically degrade MPs in their food. We fed crickets a range of concentrations (0, 2.5, 5, and 10% w/w) of fluorescent MPs mixed into a standard diet and dissected the gut regions to isolate the MPs within. Comparing plastic content and fragment size within gut regions, we sought to identify whether and where crickets can fragment ingested MP particles. Given the digestive tract morphology of this species, we expected that the crickets would both ingest and egest the MPs. We also predicted that the MPs would be fragmented into smaller pieces during this digestive process. We found that  G. sigillatus  egested much smaller pieces than they ingested (likely into the nanoplastic range), and this fragmentation occurs early in the digestive process of this insect. These findings suggest that generalist insects can act as agents of plastic transformation in their environment if/when encountering MPs.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bio_9a61903f6c83,Algal growth at environmentally relevant concentrations of suspended solids: implications for microplastic hazard assessment,"Elena Gorokhova *, Karin Ek, Sophia Reichelt",10.1101/2020.04.11.036889,2020-04-11,2020,"Hazard assessment of microplastic is challenging because standard toxicity testing is mostly developed for soluble (at least partially) chemicals. Adverse effects can occur when test organisms are exposed to turbid environments with various particulate matter (PM), both natural, such as sediment, and anthropogenic, such as microplastic. It is, therefore, relevant to compare responses to PM exposure between the microplastic and other suspended solids present at ecologically relevant concentrations; this can be done by using reference materials when assessing hazard potential of microplastics. Here, we evaluated growth inhibition in unicellular alga  Raphidocelis subcapitata  exposed to different suspended solids (microplastic, kaolin, and cellulose; 10, 100 and 1000 mg/L) during 72 h; algae without added solids were used as a control. In addition, aggregate formation in the exposure systems was analyzed using particle size distribution data. At 10 and 100 mg/L, no adverse growth effects were observed in any treatments; moreover, algal growth was significantly stimulated in kaolin and cellulose treatments compared to the control. However, at 1000 mg/L, all tested materials exerted growth inhibition, with no significant differences among the treatments. The comparison among particle size distributions across the treatments showed that both PM concentration and size of the particle aggregates were significant growth predictors for all materials tested. Therefore, at high concentrations, both natural and anthropogenic materials have similar capacity to cause adverse effects in algal growth inhibition tests, which must be taken into account in hazard assessment of plastic litter.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bio_a7a9eac46d6a,"Spatiotemporal variations of surface water microplastics near Kyushu, Japan: A quali-quantitative analysis","Tsunefumi Kobayashi, Mitsuharu Yagi *, Toshiya Kawaguchi, Toshiro Hata, Kenichi Shimizu",10.1101/2021.03.22.436354,2021-03-22,2021,"Microplastics in the ocean are threatening marine ecosystems. Although plastic contaminants are ubiquitous from rivers to polar oceans, their distribution is thought to be heterogeneous, implying that both spatial and temporal variability exist. Here, we elucidate the significant spatial and temporal (seasonal) variations in the quanti-qualitative characteristics of microplastics off the west coast of Kyushu, Japan in the East China Sea. Six surveys across nine stations (n = 54) were conducted over a 14-month period, and a total of 6131 plastic items were identified. The average microplastic abundance (items ·m -3 ) and size (mm) ± S.D. were 0.49 ± 0.92 (n = 54), and 1.71 ± 0.93 (n = 6131), respectively. Differences between the highest and lowest abundances were 50-fold among monthly means (1.97 ± 1.49, n = 9; 0.04 ± 0.03, n = 9), and 550-fold across all net tows (5.50; 0.01). With respect to colour, polymer type, and shape, white and transparent (68.5%), polyethylene (80%) fragments (76.0%) were the dominant composition. There were statistically significant differences for each of the analytical microplastic parameters among survey months (p < 0.02). Our results provide baseline data, and lead to a more comprehensive understanding of the spatiotemporal characteristics of microplastic pollution. Significant spatiotemporal variability in microplastic litter was detected based on the quali-quantitative analyses. Average (± S.D.) microplastic abundance was 0.49 ± 0.92 (items ·m -3 ) and size was 1.71 ± 0.93 (mm). Differences between highest and lowest abundances were 50-fold among monthly means, and 550-fold across all net tows. White and transparent polyethylene fragments were the dominant composition.",bioRxiv (preprint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bio_a82f64536edf,Isolation of Plastic Digesting Microbes from the Gastrointestinal Tract of  Tenebrio Molitor,"Hannah McKinnon Reish, Rebecca F. Witty, Adam H. Quade, Jason W. Dallas, Lucas J. Kirschman *",10.1101/2024.10.16.618709,2024-10-16,2024,"Plastics, particularly polystyrene (PS) and polyethylene (PE), are pervasive in ecosystems and degrade slowly, leading to the formation of microplastics and nanoplastics, which pose environmental and health risks. The gut microbiota of  Tenebrio molitor  larvae (mealworms) can degrade plastics, making them a potential model for studying microbial plastic digestion. This study investigated how rearing  T. molitor  on PS-or PE-supplemented diets over three generations affected gut microbiota composition and plastic degradation. Larvae were reared on wheat bran (control), PS, or PE diets, and microbial communities from their guts were cultured to assess plastic metabolism. Results showed that the PE-supplemented diet enhanced bacterial plastic degradation, while the PS-supplemented diet did not lead to similar improvements. Microbes from PE-fed larvae exhibited increased plastic metabolic activity compared to controls, and several bacterial strains with plastic-degrading capabilities were identified. However, microbial digestion of PS was less efficient, and potential dysbiosis due to the presence of  Dickeya  phage in PS-fed larvae may have influenced the results. Further research is needed to clarify the mechanisms driving microbial plastic digestion and to determine the applicability of these findings to environmental plastic remediation, particularly for micro– and nanoplastics.",bioRxiv (preprint),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
