PROJECT_TITLE,ABSTRACT_TEXT,CORE_PROJECT_NUM,PI_NAMEs,ORG_NAME,FISCAL_YEAR,SOURCE,EXP_HEAVY_METALS,EXP_AIR_POLLUTION,EXP_PFAS,EXP_PESTICIDES,EXP_PHTHALATES_BPA,EXP_SOLVENTS,EXP_PAHS_DIOXINS_PCBS,EXP_FLAME_RETARDANTS,EXP_MICROPLASTICS,EXP_NITRATES,MECH_NEURODEGENERATION,MECH_INFLAMMATION,MECH_OXIDATIVE_MITOCHONDRIAL,MECH_ENDOCRINE,MECH_MICROBIOME,MECH_IMMUNE_DYSFUNCTION,MECH_DNA_DAMAGE,MECH_EPIGENETIC,MECH_RECEPTOR_SIGNALING,MECH_SENESCENCE_CELL_DEATH,MECH_BARRIER_DISRUPTION,ORGAN_BRAIN_NERVOUS,ORGAN_GI_GUT,ORGAN_RESPIRATORY,ORGAN_CARDIOVASCULAR,ORGAN_REPRODUCTIVE,ORGAN_LIVER,ORGAN_KIDNEY,ORGAN_IMMUNE,ORGAN_SKIN,ORGAN_ENDOCRINE,TYPE_MECHANISTIC,TYPE_TOXICITY_SCREENING,TYPE_BIOMARKER,TYPE_RISK_ASSESSMENT,TYPE_INTERVENTION,TYPE_METHODS,TYPE_CONFERENCE,TYPE_CENTER_CORE,ADMINISTERING_IC,STAGE_EXPOSURE_CHAR,STAGE_TOXICITY,STAGE_MECHANISM,STAGE_HEALTH_OUTCOME,STAGE_INTERVENTION,PARTICLE_MICRO,PARTICLE_NANO,PARTICLE_FIBER,PARTICLE_ADDITIVE,MODEL_INVITRO,MODEL_RODENT,MODEL_ZEBRAFISH,MODEL_OTHER_ANIMAL,MODEL_HUMAN,MODEL_ENVIRONMENTAL,END_UPTAKE,END_INFLAMMATION,END_OXIDATIVE,END_GUT_MICROBIOME,END_REPRODUCTIVE,END_CARDIOVASCULAR,END_RESPIRATORY,END_NEURO,END_IMMUNE,END_GENOTOXIC,LLM_MECH_OXIDATIVE,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR,LLM_MECH_CELL_DEATH,LLM_OTHER_MECHANISMS,LLM_MECH_METABOLIC,doi,pub_date,STUDY_DETECTION_HUMAN,STUDY_EXPOSURE,FIRST_LAST_AUTHOR_ORG,LLM_HUMAN_HEALTH_RELEVANT,LLM_CONFIDENCE,LLM_STUDY_DETECTION,LLM_STUDY_EXPOSURE_ASSESSMENT,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_RECEPTOR_SIGNALING,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL
Effects of microplastic ingestion on hydrogen production and microbiomes in the gut of the terrestrial isopod  Porcellio scaber,"Microplastic (MP) pollution is an environmental burden. MP enters food webs via ingestion by macrofauna, including isopods ( Porcellio scaber ) in terrestrial ecosystems. However, MP-effects on the host and its gut microbiome are largely unknown. We tested the hypothesis that biodegradable (polylactic acid, PLA) and non-biodegradable (polyethylene terephthalate, PET; polystyrene, PS) MP have contrasting effects on  P. scaber  mediated by changes of the associated gut microbiome. Although the isopods avoided food containing PS, isopod fitness after eight-week MP-exposure was unaffected. Qualitative and quantitative 16S rRNA gene and 16S rRNA analyses of gut microbiomes indicated general MP effects, MP-type specific indicator taxa, and stimulation by PLA compared to MP-free controls. Isopods emitted hydrogen, and its production increased and decreased after PLA-food and PET- or PS-food ingestion, respectively, relative to controls as indicated by microsensor measurements. Gut pH was unaffected by MP. We identified the gut of  P. scaber  as significant mobile source of reductant for soil microbiomes likely due to  Enterobacteriaceae  related fermentation activities that were stimulated by lactate generated during PLA-degradation. The findings suggest negative effects of PET and PS on gut fermentation, modulation of isopod hydrogen emissions by MP pollution, and the potential of MP to affect terrestrial food webs.",bio_733b10606c77,"Linda Hink, Anja Holzinger, Tobias Sandfeld, Alfons R. Weig, Andreas Schramm, Heike Feldhaar, Marcus A. Horn *",,2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,10.1101/2022.06.22.497054,2022-06-22,0,0,"Department of Biology, Carleton University , Ottawa, Ontario,  Canada",1,medium,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Testing a Method for Quantifying Microplastic Content in  Mytilus californianus,"With the proliferation of microplastics within the environment, there has been an increased need to quantify them within organic tissues of aquatic species. Several studies have examined the potential role of mussels in filtering these contaminants, prompting interest in characterizing uptake and retention of microplastics in these species. There are a variety of methods to isolate and quantify microplastics, including density separation, enzymatic digestion, and filtration. The applicability of a combined digestion and ultrasonic bath methodology in isolating microplastics from the California mussel ( Mytilus californianus Conrad, 1837 ) was investigated. Microplastics were added to 20-gallon tanks at 0 g (control) 8 mg. Mussel tissues from each tank were digested using potassium hydroxide solutions. These digestions were subjected to vacuum filtration and a sonication bath, then treated with a mixture of sodium hypochlorite and nitric acid. It was found that this method successfully removed organic tissue from the mussels while leaving dyed microplastics intact. The latter were quantified using fluorescent microscopy. This proof-of-principle experiment indicates that this technique can be applied to further studies on environmental impact and retention of microplastics in mussels and may also have utility for other shellfish.",bio_750ea638795e,"Ajeetesh S. Sidhu, William Sun, Mariam B. Helal, Aryaman Gupta, Aarsh Mittal, Serena Ramanathan, Manu Thakur, Bhoomi Jain, Dylan Wang, Andrew Benson *, Connor T. Adams *",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2024.03.04.583441,2024-03-04,0,0,(no matches found),0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toxicity of microplastics and plastic additive co-exposure in liver Disse organoids from healthy donors and patient-derived induced pluripotent stem cells,"The ubiquitous microplastics (MPs) and plastic additives in the environment usually form complexes, enter human blood circulation, and increase the risk of steatohepatitis. The liver Disse space plays a vital role in corresponding hepatic pathological processes. However, due to the limited understanding of the regulatory cues in multilineage maturation, the generation of large-scale Disse-like organoids (DOs) mirroring the comprehensive toxicity responses of MPs is challenging. Here, using human-induced pluripotent stem cells (hiPSCs), we biofabricated healthy donors and patient-derived DOs containing hepatocytes, endothelial cells, and hepatic stellate cells, resembling the features of Disse space. These organoids revealed that polystyrene MPs preferentially entered endothelial cells and then dispersed throughout the organoids, similar to reported studies in zebrafish. Co-exposure to MPs and tetrabromobisphenol A (TBBPA), a common plastic additive, showed enhanced accumulation of contamination in the organoids. We also biofabricated alcoholic liver disease (ALD) patient-derived DOs representing the specific disease transcriptional profiles. We found that co-exposure to MPs and TBBPA at environmental-related dosages significantly elevated the pathological transcriptional expression and biochemical profiles in patient-derived DOs but not in healthy organoids, suggesting that both hereditary factors and pollutants contribute to susceptibility to environmental toxicants. This study exemplified the value of biofabricated hiPSC-derived organoids in environmental toxicology and offered a powerful strategy for personalized toxicology evaluation.",bio_8392eb1d6c9d,"Shaojun Liang, Yixue Luo, Jun Yi, Lu Feng, Mingen Xu, Rui Yao *",,2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,10.1101/2022.09.12.506301,2022-09-12,1,0,,1,high,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Collecting-Gathering Biophysics of the Blackworm  L. variegatus,"Many organisms exhibit collecting and gathering behaviors as a foraging and survival method. Certain benthic macroinvertebrates are classified as collector-gatherers due to their collection of particulate matter as a food source, such as the aquatic oligochaete  Lumbriculus variegatus  (California blackworms). Blackworms demonstrate the ability to ingest organic and inorganic materials, including microplastics, but previous work has only qualitatively described their possible collecting behaviors for such materials. The mechanism through which blackworms consolidate discrete particles into a larger clumps remains unexplored quantitatively. By analyzing a group of blackworms in a large arena with an aqueous algae solution, we discover that their relative collecting efficiency is proportional to population size. Examining individual blackworms under a microscope reveals that both algae and microplastics physically adhere to the worm’s body due to external mucus secretions, which cause the materials to clump around the worm. We observe that this clumping reduces the worm’s exploration of its environment, potentially due to thigmotaxis. To validate the observed biophysical mechanisms, we create an active polymer model of a worm moving in a field of particulate debris with a short-range attractive force on its body to simulate its adhesive nature. We find that the attractive force increases gathering efficiency. This study offers insights into the mechanisms of collecting-gathering behavior, informing the design of robotic systems, as well as advancing our understanding the ecological impacts of microplastics on benthic invertebrates.",bio_8a2374ed6c61,"Harry Tuazon, Chantal Nguyen, Emily Kaufman, Ishant Tiwari, Jessica Bermudez, Darshan Chudasama, Orit Peleg, M. Saad Bhamla *",,2023.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2023.04.28.538726,2023-04-28,0,0,"School of Chemical and Biomolecular Engineering, Georgia Institute of Technology , Atlanta, Georgia,  United States",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supercharged Protein Nanosheets for Cell Expansion on Bioemulsions,"Cell culture at liquid-liquid interfaces, for example at the surface of oil microdroplets, is an attractive strategy to scale up adherent cell manufacturing whilst replacing the use of microplastics. Such process requires the adhesion of cells at interfaces stabilized and reinforced by protein nanosheets displaying high elasticity, but also presenting cell adhesive ligands able to bind integrin receptors. In this report, supercharged albumins are found to form strong elastic protein nanosheets and mediate extracellular matrix (ECM) protein adsorption and cell adhesion. The interfacial mechanical properties and elasticity of supercharged nanosheets is characterized by interfacial rheology and behaviors are compared to those of native bovine serum albumin, human serum albumin and α-lactalbumin. ECM protein adsorption to resulting supercharged nanosheets is then quantified via surface plasmon resonance and fluorescence microscopy, demonstrating the dual role supercharged albumins are proposed to play, as scaffold proteins structuring liquid-liquid interfaces and substrates for the capture of ECM molecules. Finally, the adhesion and proliferation of primary human epidermal stem cells is investigated, at pinned droplets, as well as on bioemulsions stabilized by corresponding supercharged nanosheets. This study demonstrates the potential of supercharged proteins for the engineering of biointerfaces for stem cell manufacturing, and draws structure-property relationships that will guide further engineering of associated systems.",bio_91ecb9a46ce5,"Alexandra Chrysanthou, Hassan Kanso, Wencheng Zhong, Li Shang, Julien E. Gautrot *",,2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2022.06.21.497058,2022-06-21,1,0,"a National-Regional Joint Engineering Research Center for Soil Pollution Control and Remediation in South China, Guangdong Key Laboratory of Integrated Agro-environmental Pollution Control and Managem...",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The digestive system of a cricket pulverizes polyethylene microplastics,"Microplastics (MPs; <5 mm) are a growing concern and a poorly understood threat to biota. Despite a recent spike in research on MPs, most of this work has focused on marine systems, and less is known about interactions between terrestrial organisms. We used a generalist insect (a cricket;  Gryllodes sigillatus ) to examine whether individuals would ingest and physically degrade MPs in their food. We fed crickets a range of concentrations (0, 2.5, 5, and 10% w/w) of fluorescent MPs mixed into a standard diet and dissected the gut regions to isolate the MPs within. Comparing plastic content and fragment size within gut regions, we sought to identify whether and where crickets can fragment ingested MP particles. Given the digestive tract morphology of this species, we expected that the crickets would both ingest and egest the MPs. We also predicted that the MPs would be fragmented into smaller pieces during this digestive process. We found that  G. sigillatus  egested much smaller pieces than they ingested (likely into the nanoplastic range), and this fragmentation occurs early in the digestive process of this insect. These findings suggest that generalist insects can act as agents of plastic transformation in their environment if/when encountering MPs.",bio_931f8aa56ed9,"Marshall W. Ritchie *, Jennifer F. Provencher, Jane E. Allison, Matthew J. Muzzatti, Heath A. MacMillan",,2023.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2023.05.23.541961,2023-05-23,0,0,"Graduate School of Bio-Applications and Systems Engineering, Tokyo University of Agriculture and Technology , Koganei 2-24-16, Tokyo 184-8588,  Japan",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isolation of Plastic Digesting Microbes from the Gastrointestinal Tract of  Tenebrio Molitor,"Plastics, particularly polystyrene (PS) and polyethylene (PE), are pervasive in ecosystems and degrade slowly, leading to the formation of microplastics and nanoplastics, which pose environmental and health risks. The gut microbiota of  Tenebrio molitor  larvae (mealworms) can degrade plastics, making them a potential model for studying microbial plastic digestion. This study investigated how rearing  T. molitor  on PS-or PE-supplemented diets over three generations affected gut microbiota composition and plastic degradation. Larvae were reared on wheat bran (control), PS, or PE diets, and microbial communities from their guts were cultured to assess plastic metabolism. Results showed that the PE-supplemented diet enhanced bacterial plastic degradation, while the PS-supplemented diet did not lead to similar improvements. Microbes from PE-fed larvae exhibited increased plastic metabolic activity compared to controls, and several bacterial strains with plastic-degrading capabilities were identified. However, microbial digestion of PS was less efficient, and potential dysbiosis due to the presence of  Dickeya  phage in PS-fed larvae may have influenced the results. Further research is needed to clarify the mechanisms driving microbial plastic digestion and to determine the applicability of these findings to environmental plastic remediation, particularly for micro– and nanoplastics.",bio_a82f64536edf,"Hannah McKinnon Reish, Rebecca F. Witty, Adam H. Quade, Jason W. Dallas, Lucas J. Kirschman *",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2024.10.16.618709,2024-10-16,0,0,"a Department of Biology, Southeast Missouri State University , Cape Girardeau, Missouri,  USA",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microplastics dysregulate innate immunity in the SARS-CoV-2 infected lung,"Global microplastic (MP) pollution is now well recognized, with humans and animals consuming and inhaling MPs on a daily basis. Herein we described the effects of azide-free, 1 µm polystyrene MP beads co-delivered into lungs with a SARS-CoV-2 omicron BA.5 inoculum using a mouse model of mild COVID-19. Lung virus titres and viral RNA levels were not significantly affected by MPs, with overt clinical or histopathological changes also not observed. However, RNA-Seq of infected lungs revealed that MP exposure suppressed innate immune responses at 2 days post infection (dpi) and increased pro-inflammatory signatures at 6 dpi. The cytokine profile at 6 dpi showed a significant correlation with the ‘cytokine release syndrome’ signature seen in some severe COVID-19 patients. This study adds to a growing body of literature suggesting that MPs can dysregulate inflammation in specific disease settings. A single inoculation of microplastics dysregulated SARS-CoV-2 lung inflammation At the peak of SARS-CoV-2 infection microplastics decreased early innate responses Later post infection microplastics promoted a “cytokine release syndrome” signature A key mechanism may involve the inhibition of the phagocytosis of infected cells Azide-free microplastics were used, with no elevated ROS responses identified Postulated mechanisms whereby microplastics might decrease the proinflammatory responses 2 days after SARS-CoV-2 infection, yet promote the proinflammatory ‘cytokine release syndrome’ signature at 6 days post infection. Graphical Abstract",bio_b1cf4a736fb4,"Cameron R. Bishop, Kexin Yan, Wilson Nguyen, Daniel J. Rawle, Bing Tang, Thibaut Larcher, Andreas Suhrbier *",,2023.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,10.1101/2023.11.19.567745,2023-11-19,1,0,,1,high,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Resilient anatomy and local microplasticity of naïve and stress hematopoiesis,"The bone marrow has an extraordinary capacity to adjust blood cell production to meet physiological demands in response to insults. The spatial organization of normal and stress responses is largely unknown due to the lack of methods to visualize most steps of blood production. Here we develop strategies to image multipotent hematopoiesis, megakaryopoiesis, erythropoiesis, and lymphopoiesis in mice. We combine these with imaging of myelopoiesis 1  to define the anatomy of hematopoiesis in homeostasis, after acute insults, and during geriatric age. Blood production takes place via long-range migration of multipotent progenitors away from stem cells. Lineage-committed progenitors are then serially recruited to blood vessels where they contribute to lineage-specific microanatomical structures, composed of progenitors and immature cells, which function as production lines for mature blood cells. This anatomy is durable and resilient to insults as it was maintained after hemorrhage, acute bacterial infection, and with aging. Production lines enable hematopoietic plasticity as they differentially -and selectively-modulate their numbers and output in response to acute insults and then return to homeostasis. In geriatric mice the number of production lines is maintained, but their microanatomy becomes permanently remodeled in a cell- and lineage-specific manner indicating chronic anatomical adaptations to hematopoietic aging. Our studies uncover the sophisticated and durable anatomy of blood production -defined by distinct migratory behaviors depending on the maturation stage- and identify discrete microanatomical production lines that confer plasticity to hematopoiesis.",bio_a91690987283,"Qingqing Wu *, Jizhou Zhang, Courtney B. Johnson, Anastasiya Slaughter, Benjamin Weinhaus, Morgan McKnight, Bryan E. Sherman, Tzu-Yu Shao, Baobao Song, Marie Dominique Filippi, H. Leighton Grimes, Sing Sing Way, J. Matthew Kofron, Daniel Lucas *",,2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2022.05.23.492315,2022-05-23,0,0,,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microplastics are present in follicular fluid and compromise gamete function  in vitro : Is the Anthropocene throw-away society throwing away fertility?,"Decades of careless use and improper disposal have resulted in plastic pollution accumulating almost everywhere on earth, yet the health implications of the billions of tons of plastic pollution scattered across the planet’s terrestrial ecosystems are largely unknown. We show that microplastics are present in the follicular fluid of women and domestic cows. We found that the concentrations of microplastics that naturally occurred in follicular fluid were sufficient to compromise the normal functioning of both male and female bovine gametes  in vitro . Proteomics analysis of oocytes further revealed how microplastic can disrupt the expression of proteins associated with normal oocyte function. Microplastics also negatively affected sperm function  in vitro . Collectively, these findings demonstrate how microplastics may be contributing to the widespread declines in fertility that have been occurring over recent Anthropocene decades.",bio_ea5a65916e48,"Nicole Grechi, Roksan Franko, Roshini Rajaraman, Jan B. Stöckl, Tom Trapphoff, Stefan Dieterle, Thomas Fröhlich, Michael J. Noonan, Marcia de A. M. M. Ferraz *",,2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2022.11.04.514813,2022-11-04,0,0,"a Andrology Unit and Service of Lifestyle Medicine in UroAndrology, Local Health Authority (ASL) Salerno, Coordination Unit of the Network for Environmental and Reproductive Health (Eco-Food Fertility...",1,high,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
Real-time assessment of the impacts of polystyrene and silver nanoparticles on hatching process and early-stage development of  Artemia  using a microfluidic platform,"The development of real-time in-situ monitoring techniques is key to advancing a mechanistic understanding of the impacts of marine pollution, which is challenging to acquire through traditional end-point toxicity testing. We investigated the impacts of different nanopollutants on the hatching process and early-stage development of marine organisms, a vulnerable life stage, by observing oxygen consumption in real-time and morphological changes at regular intervals using a microfluidic platform. Here, two common and distinct nanoparticle (NP) types - polystyrene (PS) nanoplastic and silver (Ag) nanometal, were examined to assess and compare impacts on the hatching process and nauplius stage (first larval stage) of  Artemia , a widely used zooplankton model in ecotoxicological studies. The study was conducted over a wide range of doses that are relevant to different environmental conditions, ranging from 0-1 mg/L, over a period of 24 hours. The hatching process of  Artemia  is comprised of four distinct stages which can be differentiated by metabolism and morphology: hydration, differentiation, emergence, and hatching. During hatching, NP exposure altered the time needed for the resumption of dormant  Artemia  cysts (hydration duration) at the lowest dose, dramatically prolonged the differentiation stage, and slowed embryo emergence from the cysts. The remaining time for the hatching stage during the experimental timeframe was also shortened. Overall, the presence of NPs led to increased oxygen consumption in multiple stages of the hatching process. Hatchability increased significantly with NP concentration although mortality showed an inverse pattern. This may be attributed to the increased aggregation of NPs in saltwater with increasing concentration which limits bioavailability during hatching but may be more readily consumed post-hatch. Ag NPs had a greater effect on hatching and mortality in comparison to PS NPs. A significant impact of NPs on swimming speed was ",bio_4a5969be6cf8,"Preyojon Dey, Terence M. Bradley, Alicia Boymelgreen *",,2023.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2023.08.16.553636,2023-08-16,0,0,,1,high,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Whole-Tissue Distribution Analysis for Visualization of Nanoplastics in the Mouse Brain,,bio_f40ad8926c9f,"Yang Mi, Tomohiro Ito, Kosuke Tanaka, Osamu Udagawa, Masaki Kakeyama, Yasuo Tsutsumi, Fumihiko Maekawa *",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.64898/2025.12.23.696138,2025-12-23,0,0,"a Health and Environmental Risk Division, National Institute for Environmental Studies , Tsukuba, Ibaraki 305-8506,  Japan",1,medium,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Small Particles, Big Problems: Polystyrene nanoparticles induce DNA damage, oxidative stress, migration, and mitogenic pathways predominantly in non-malignant lung cells","Polystyrene micro-and nanoplastics (PS-MNPs) are emerging environmental pollutants with potential implications for human health. In this study, we used two different sizes of PS-MNPs (0.25 µm and 1 µm) on non-small cell lung cancer (A549, H460), small cell lung cancer (DMS53, H372), and normal lung epithelial (BEAS-2B) cells, as well as on human-derived lung organoids, to investigate the cytotoxic effects of PS particles. At lower concentrations (< 30 µg/cm 2 , equivalent to 50 µg/ml), neither PS-MPs nor PS-NPs did not interfere with cell viability or proliferation. Intracellular kinetic assays revealed that non-malignant (BEAS-2B) lung cells showed the strongest turnover of PS-NPs compared to malignant cells. Since PS-NPs exhibited more pronounced cellular effects, we focused further analyses on their impact. Furthermore, we observed significantly increased migration, prolonged S-phase arrest along with induced DNA damage, and oxidative stress in non-malignant (BEAS-2B) lung cells. Thus, our data suggest that BEAS-2B cells exhibit the highest sensitivity to PS-NPs. We also demonstrate that after PS-NP treatment, these cells displayed decreased base excision repair capacity and increased activation of survival pathways, including AKT and ERK phosphorylation. PS-NP internalization and increase of signal pathways were validated in a more physiological lung organoid setting. Altogether, our findings suggest that PS-NPs do not significantly affect the malignant behavior of cancer cells. However, they could promote tumor-like features in normal lung cells by inducing survival pathways, migration, and alterations in stress response mechanisms. This study investigates the effects of polystyrene micro-and nanoplastics (PS-MNPs) at environmentally relevant concentrations. The tested concentrations of PS-MNPs (0, 15, 30, and 60 µg/cm 2 , equivalent to 0, 25, 50, and 100 µg/ml) are commonly studied in the literature in lung cells. While these findings provide insights into cel",bio_3e202c426f0c,"Büsra Ernhofer, Andreas Spittler, Franziska Ferk, Miroslav Mišík, Martha Magdalena Zylka, Lisa Glatt, Kristiina Boettiger, Anna Solta, Dominik Kirchhofer, Gerald Timelthaler, Zsolt Megyesfalvi, Verena Kopatz, Heinrich Kovar, Siegfried Knasmueller, Clemens Aigner, Lukas Kenner, Balazs Döme *, Karin Schelch *",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,,,10.1101/2025.03.24.644975,2025-03-24,0,0,"Department of Thoracic Surgery, Comprehensive Cancer Center, Medical University of Vienna , Vienna,  Austria",1,high,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
