doc_id,title,authors,doi,pub_date,year,abstract,MODEL_RODENT,MODEL_INVITRO,MODEL_ZEBRAFISH,MODEL_HUMAN,MODEL_ENVIRONMENTAL,MODEL_OTHER_ANIMAL,ORGAN_BRAIN_NERVOUS,ORGAN_CARDIOVASCULAR,ORGAN_GI_GUT,ORGAN_RESPIRATORY,ORGAN_REPRODUCTIVE,ORGAN_LIVER,ORGAN_KIDNEY,ORGAN_IMMUNE,ORGAN_ENDOCRINE,MECH_OXIDATIVE,MECH_INFLAMMATION,MECH_BARRIER,MECH_MICROBIOME,MECH_ENDOCRINE,MECH_NEURODEGENERATION,MECH_IMMUNE,MECH_DNA_DAMAGE,MECH_RECEPTOR,MECH_CELL_DEATH,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR_SIGNALING,LLM_MECH_CELL_DEATH,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL,STUDY_DETECTION_HUMAN,source_type
bio_afa678ca6c0d,Measuring stepwise binding of a thermally fluctuating particle to a cell membrane without labeling,"A. Rohrbach *, T. Meyer, H. Kress",10.1101/763680,2019-09-13,2019,"Thermal motions enable a particle to probe the optimal interaction state when binding to a cell membrane. However, especially on the scale of microseconds and nanometers, position and orientation fluctuations are difficult to observe with common measurement technologies. Here we show that it is possible to detect single binding events of IgG-coated polystyrene beads, which are held in an optical trap nearby the cell membrane of a macrophage. Changes in the spatial and temporal thermal fluctuations of the particle were measured interferometrically and no fluorophore labelling was required. We demonstrate both by Brownian dynamic simulations and by experiments that sequential step-wise increases in the force constant of the bond between a bead and a cell of typically 20 pN / µm are clearly detectable. In addition, this technique provides estimates about binding rates and diffusion constants of membrane receptors. The simple approach of thermal noise tracking points out new strategies in understanding interactions between cells and particles, which are relevant for a large variety of processes including phagocytosis, drug delivery or the effects of small microplastics and particulates on cells. Interactions of cells with nearby particles, e.g. bacteria, viruses or synthetic material, is a very fundamental and complex process, often deciding about the cellular fate. The investigation of binding processes between particle and cell is typically investigated by fluorescence techniques, where fluorophores often hinder the molecular interaction of specific binding partners. Therefore, label-free detection or imaging techniques are essential, which are hardly available especially for live cell investigations. Molecular binding is based on thermal position and orientation fluctuations of the binding partners to find the best interaction state. Here, we present a label-free measurement technique that allows us to detect multiple stepwise binding events of molecules on an optica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bioRxiv (preprint)
bio_b13f71b86c1c,Trophic transfer of microplastics enhances tissue accumulation of chemical additives in fish,"Takaaki Hasegawa, Kaoruko Mizukawa, Yeo Bee Geok, Tomonori Sekioka, Hideshige Takada, Masahiro Nakaoka *",10.1101/2021.03.09.434685,2021-03-09,2021,"A variety of chemical additives are incorporated into plastics during their production process to give desirable properties. Although studies have suggested that microplastic ingestion can lead to accumulation of these chemicals in marine organisms, none provided the direct evidence in fish species. Here, we demonstrated the tissue accumulation of chemical additives in fish following microplastic ingestion. We exposed fish ( Myoxocephalus brandti ) to polyethylene microplastics compounded with brominated flame retardants (BFRs; BDE209, DBDPE) and ultraviolet stabilizers (UVs; UV-234, UV-327, BP-12) suspended in the water column, or to mysids ( Neomysis  spp.) pre-exposed to the same microplastics. Our results showed a maximum of 345-fold higher concentrations of additives in fish exposed to microplastics than the ambient sample. Also, fish fed plastic-exposed mysids accumulated significantly greater concentrations of BFRs in muscle than fish exposed to microplastics suspended in the water column ( p  < 0.001). This indicates that trophic transfer of microplastics has greater contribution to tissue accumulation of BFRs in fish than the waterborne ingestion. In contrast, no significant difference in the accumulation of UVs was found between the treatments, except for UV-327 in liver. These results suggests that the relative contribution between direct ingestion of microplastics from the water column and indirect ingestion via trophic transfer on tissue accumulation of additives in fish varies among compounds. Compounds with high molecular weight and high hydrophobicity like BDE209 and DBDPE were considered difficult to leach out from plastics, however, our study showed that trophic transfer of microplastics can facilitate the accumulation of such compounds from plastics to fish.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,bioRxiv (preprint)
bio_b1cf4a736fb4,Microplastics dysregulate innate immunity in the SARS-CoV-2 infected lung,"Cameron R. Bishop, Kexin Yan, Wilson Nguyen, Daniel J. Rawle, Bing Tang, Thibaut Larcher, Andreas Suhrbier *",10.1101/2023.11.19.567745,2023-11-19,2023,"Global microplastic (MP) pollution is now well recognized, with humans and animals consuming and inhaling MPs on a daily basis. Herein we described the effects of azide-free, 1 µm polystyrene MP beads co-delivered into lungs with a SARS-CoV-2 omicron BA.5 inoculum using a mouse model of mild COVID-19. Lung virus titres and viral RNA levels were not significantly affected by MPs, with overt clinical or histopathological changes also not observed. However, RNA-Seq of infected lungs revealed that MP exposure suppressed innate immune responses at 2 days post infection (dpi) and increased pro-inflammatory signatures at 6 dpi. The cytokine profile at 6 dpi showed a significant correlation with the ‘cytokine release syndrome’ signature seen in some severe COVID-19 patients. This study adds to a growing body of literature suggesting that MPs can dysregulate inflammation in specific disease settings. A single inoculation of microplastics dysregulated SARS-CoV-2 lung inflammation At the peak of SARS-CoV-2 infection microplastics decreased early innate responses Later post infection microplastics promoted a “cytokine release syndrome” signature A key mechanism may involve the inhibition of the phagocytosis of infected cells Azide-free microplastics were used, with no elevated ROS responses identified Postulated mechanisms whereby microplastics might decrease the proinflammatory responses 2 days after SARS-CoV-2 infection, yet promote the proinflammatory ‘cytokine release syndrome’ signature at 6 days post infection. Graphical Abstract",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,bioRxiv (preprint)
med_913f94ef6ca2,Microplastics Identified in Commercial Over-the-counter Lubricant Eyedrops,"Julia E Jaeger, Matthew Burke, Duoduo Wu, Emily Ern-Min Curren, Sandric Chee Yew Leong, Robert Symons, Blanche Xiao Hong Lim, Xinyi Su, Jodhbir Singh Mehta, Andri Kartasasmita Riau, Chris Hong Long Lim *",10.1101/2024.05.26.24307941,2024-05-26,2024,"There is increasing evidence that microplastics exert harmful effects on human health and on the ocular surface. Recent studies have highlighted the presence of ocular surface exposure to microplastics via shedding from contact lenses. This study aims to investigate if microplastic particles are present in commonly used eyedrops in single-use plastic vials. Experimental study. Nine commonly used commercial tear-replacement solutions available without a doctor’s prescription were tested (Brands A-I). All brands of eyedrops were analysed visually using light microscopy and the number of microplastic particles were manually counted. Brands A-F were further analysed using the 8700 Agilent Laser Direct Infrared (LDIR) chemical imaging system to identify the microplastic compositions. All eyedrops analysed contained microplastics. The number of microplastic particles identified using light microscopy ranged between 15 (Brand E) to >18,000 (Brand F). In total, nine types of microplastics were identified with LDIR – an average of 14 polyethylene, 8 polypropylene, 1 polystyrene, 2 polyvinylchloride, 21 polyethylene terephthalate, 1 polycarbonate, 19 polymethylmethacrylate, 23 polyamide and 22 polyurethane per millilitre of eyedrop were identified. This is the first study that identified microplastics in commercial tear-replacement solutions. These particles may have been derived from secondary degradation of the plastic vials (polyethylene) during production, transportation, or storage, and represent a major source of exposure to the ocular surface, especially among patients who require chronic instillation of eyedrops.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,medRxiv (preprint)
bio_ccc3f7026df0,Trophic transfer of nanoplastics reduces larval survival of marine fish more than waterborne exposure,"Siti Syazwani Azmi, Ozan Oktay, Hee-Jin Kim, Hisayuki Nakatani, Mitsuharu Yagi *",10.1101/2025.09.10.675286,2025-09-10,2025,"Microplastics (MPs) and nanoplastics (NPs) are widespread contaminants in marine environments and pose significant risks to aquatic organisms. However, physiological effects and survival consequences of different MP and NP exposure pathways during early developmental stages of marine fish remain poorly understood. We investigated effects of direct and indirect consumption of MPs and NPs by larvae of red sea bream ( Pagrus major ) using a controlled laboratory system. Larvae were exposed to fluorescently labeled polystyrene particles (3 µm and 0.2 µm) either directly from the water or indirectly via contaminated zooplankton prey. MPs and NPs were detected in digestive tracts of all exposed individuals, regardless of the exposure route. However, survival was significantly reduced in larvae that consumed NPs via rotifer predation, suggesting that ingestion of contaminated prey organisms may represent a greater hazard than direct uptake from water. In both groups, antioxidant enzymes, superoxide dismutase (SOD) and catalase (CAT) were elevated, suggesting induction of oxidative stress. Relative gene expression revealed greater upregulation of several stress and immune-related genes in larvae exposed to MPs via rotifer predation than via direct consumption. Our findings provide clear evidence that both MPs and NPs can alter physiological and molecular responses in marine fish larvae, especially via rotifer predation. This study suggests the importance of considering trophic interactions in ecotoxicological assessments of plastic pollution to address plastic bioavailability and toxicity during early life stages. Larval survival was significantly reduced by nanoplastics via trophic transfer Growth of larvae was not affected by micro-and nanoplastics Micro- and nanoplastics cause oxidative stress by both exposure routes Up-regulated gene expression revealed that larvae undergo various stresses",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,bioRxiv (preprint)
bio_a91690987283,Resilient anatomy and local microplasticity of naïve and stress hematopoiesis,"Qingqing Wu *, Jizhou Zhang, Courtney B. Johnson, Anastasiya Slaughter, Benjamin Weinhaus, Morgan McKnight, Bryan E. Sherman, Tzu-Yu Shao, Baobao Song, Marie Dominique Filippi, H. Leighton Grimes, Sing Sing Way, J. Matthew Kofron, Daniel Lucas *",10.1101/2022.05.23.492315,2022-05-23,2022,"The bone marrow has an extraordinary capacity to adjust blood cell production to meet physiological demands in response to insults. The spatial organization of normal and stress responses is largely unknown due to the lack of methods to visualize most steps of blood production. Here we develop strategies to image multipotent hematopoiesis, megakaryopoiesis, erythropoiesis, and lymphopoiesis in mice. We combine these with imaging of myelopoiesis 1  to define the anatomy of hematopoiesis in homeostasis, after acute insults, and during geriatric age. Blood production takes place via long-range migration of multipotent progenitors away from stem cells. Lineage-committed progenitors are then serially recruited to blood vessels where they contribute to lineage-specific microanatomical structures, composed of progenitors and immature cells, which function as production lines for mature blood cells. This anatomy is durable and resilient to insults as it was maintained after hemorrhage, acute bacterial infection, and with aging. Production lines enable hematopoietic plasticity as they differentially -and selectively-modulate their numbers and output in response to acute insults and then return to homeostasis. In geriatric mice the number of production lines is maintained, but their microanatomy becomes permanently remodeled in a cell- and lineage-specific manner indicating chronic anatomical adaptations to hematopoietic aging. Our studies uncover the sophisticated and durable anatomy of blood production -defined by distinct migratory behaviors depending on the maturation stage- and identify discrete microanatomical production lines that confer plasticity to hematopoiesis.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bioRxiv (preprint)
bio_36b291916bfa,Single particle-resolution fluorescence microscopy of nanoplastics,"Brian Nguyen *, Nathalie Tufenkji *",10.1101/2020.08.25.267443,2020-08-25,2020,"Understanding of nanoplastic prevalence and toxicology is limited by imaging challenges resulting from their small size. Fluorescence microscopy is widely applied to track and identify microplastics in laboratory studies and environmental samples. However, conventional fluorescence microscopy, due to diffraction, lacks the resolution to precisely localize nanoplastics in tissues, distinguish them from free dye, or quantify them in environmental samples. To address these limitations, we developed techniques to label nanoplastics for imaging with Stimulated Emission Depletion (STED) microscopy to achieve resolution at an order of magnitude superior to conventional fluorescence microscopy. These techniques include (1) passive sorption; (2) swell incorporation; and (3) covalent coupling of STED-compatible fluorescence dyes to nanoplastics. We demonstrate that our labeling techniques, combined with STED microscopy, can be used to resolve nanoplastics of different shapes and compositions as small as 50 nm. The longevity of the dye labeling is demonstrated in different media and conditions of biological and environmental relevance. We also test STED imaging of nanoplastics in exposure experiments with the model worm  C. elegans . These techniques will allow more precise localization and quantification of nanoplastics in complex matrices. We show that Stimulated Emission Depletion (STED) microscopy can be used to image single nanoplastics of different compositions and shapes. This will allow researchers to study environmentally-relevant nanoplastics and their interactions with organisms in relevant exposure scenarios.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bioRxiv (preprint)
bio_ea5a65916e48,Microplastics are present in follicular fluid and compromise gamete function  in vitro : Is the Anthropocene throw-away society throwing away fertility?,"Nicole Grechi, Roksan Franko, Roshini Rajaraman, Jan B. Stöckl, Tom Trapphoff, Stefan Dieterle, Thomas Fröhlich, Michael J. Noonan, Marcia de A. M. M. Ferraz *",10.1101/2022.11.04.514813,2022-11-04,2022,"Decades of careless use and improper disposal have resulted in plastic pollution accumulating almost everywhere on earth, yet the health implications of the billions of tons of plastic pollution scattered across the planet’s terrestrial ecosystems are largely unknown. We show that microplastics are present in the follicular fluid of women and domestic cows. We found that the concentrations of microplastics that naturally occurred in follicular fluid were sufficient to compromise the normal functioning of both male and female bovine gametes  in vitro . Proteomics analysis of oocytes further revealed how microplastic can disrupt the expression of proteins associated with normal oocyte function. Microplastics also negatively affected sperm function  in vitro . Collectively, these findings demonstrate how microplastics may be contributing to the widespread declines in fertility that have been occurring over recent Anthropocene decades.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,bioRxiv (preprint)
bio_ed2000247250,Tracking Genomic Characteristics across Oceanic Provinces: Contrasting Early and Mature Plastic Biofilm Communities,"Ryan P. Bos, Drishti Kaul, Erik R. Zettler, Jeffrey M. Hoffman, Christopher L. Dupont, Linda A. Amaral-Zettler *, Tracy J. Mincer *",10.1101/2022.01.23.477364,2022-01-23,2022,"While plastic has become omnipresent in the marine environment, knowledge of how plastic biofilm communities develop from functional metabolic and phylogenetic perspectives is nascent, although these data are central to understanding microbial ecology surrounding plastic substrates in the ocean. By incubating virgin microplastics during oceanic transects and comparing with naturally occurring plastic litter at the same locations, we constructed functional gene catalogs to contrast the metabolic differences between early and mature biofilm communities. Early colonization incubations were consistently dominated by Alteromonadaceae and harbored significantly higher proportions of genes associated with adhesion, biofilm formation, chemotaxis, defense, iron acquisition and utilization, and motility. Comparative genomic analyses with  Alteromonas, Marinobacter , and  Marisediminitalea  metagenome assembled genomes (MAGs) spotlighted the importance of the mannose-sensitive hemagglutinin operon, adhesive genes genetically transposed from intestinal pathogens, for early colonization of hydrophobic plastic surfaces. Synteny alignments of the former operon also demonstrated apparent positive selection for  mshA  alleles across all MAGs. Early colonizers varied little in terms of large-scale genomic characteristics, despite the presence of latitudinal, salinity, and temperature gradients. Mature plastic biofilms, composed of predominantly Rhodobacteraceae followed by Flavobacteriaceae, that are critically important for carbon turnover in oceanic ecosystems, displayed significantly higher proportions of genes involved in oxidative phosphorylation, phosphonate metabolism, photosynthesis, secondary metabolism, and Type IV secretion. Our metagenomic analyses provide insight into early biofilm formation on virgin surfaces in the marine environment, as well as how early colonizers self-assemble, compared to mature, taxonomically, and metabolically diverse biofilms. Little is known ab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bioRxiv (preprint)
bio_ef6d67226dd3,Effects of Microplastics and Drought on Ecosystem Functions and Multifunctionality,"Yudi M. Lozano *, Carlos A. Aguilar-Trigueros, Gabriela Onandia, Stefanie Maaß, Tingting Zhao, Matthias C. Rillig",10.1101/2020.07.26.221929,2020-07-26,2020,"Microplastics in soils have become an important threat for terrestrial systems, which can be exacerbated by drought as microplastics may affect soil water content. Thus, the interaction between these two factors may alter ecosystem functions such as litter decomposition, stability of soil aggregates, as well as functions related to nutrient cycling. Despite this potential interaction, we know relatively little about how microplastics, under different soil water conditions, affect ecosystem functions and ecosystem multifunctionality. To address this gap, we carried out a controlled-environment study using grassland plant communities. We applied the two factors microplastic fibers (absent, present) and soil water conditions (well-watered, drought), in all possible combinations in a factorial experiment. At harvest, we measured multiple ecosystem functions linked to nutrient cycling, litter decomposition, and soil aggregation and as terrestrial systems provide these functions simultaneously, we also assessed ecosystem multifunctionality. Our results showed that the interaction between microplastic fibers and drought affected ecosystem functions and multifunctionality. Overall, drought had negatively affected nutrient cycling by decreasing potential enzymatic activities and increasing nutrient leaching, while microplastic fibers had a positive impact on soil aggregation and nutrient retention by diminishing nutrient leaching. Microplastic fibers also impacted enzymatic activities, soil respiration and ecosystem multifunctionality, but importantly, the direction of these effects depended on soil water status (i.e., they decreased under well watered conditions, but tended to increase or had similar effects under drought conditions). Litter decomposition had a contrary pattern. Synthesis and applications . As soil water content is affected by climate change, our results suggest that areas with sufficiency of water would be negatively affected in their ecosystem functioning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bioRxiv (preprint)
bio_f0abf5567275,Degradation of PET Plastics by Wastewater Bacteria Engineered via Conjugation,"Aaron Yip, Owen D. McArthur, Kalista C. Ho, Marc G. Aucoin, Brian P. Ingalls *",10.1101/2024.02.07.579132,2024-02-07,2024,"Microplastics are contaminants of global concern that pose risks to ecosystems and human health. Focusing on PET plastics, we present a proof-of-concept for reduction of microplastic pollution:  in situ  engineering of bacteria in wastewater to degrade PET. Using a broad-host-range conjugative plasmid, we enabled various bacterial species from a municipal wastewater sample to express FAST-PETase, which was released into the extracellular environment. We found that FAST-PETase purified from some isolates could degrade about 40% of a 0.25 mm thick PET film within four days at 50 °C. We then demonstrate partial degradation of post-consumer PET over 5-7 days by exposure to conditioned media from isolates. These results have broad implications for addressing the global plastic pollution problem by enabling environmental bacteria to degrade PET plastics  in situ .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bioRxiv (preprint)
bio_faa8060f6fef,The disadvantage of having a big mouth: the relationship between insect body size and microplastic ingestion,"M.W. Ritchie *, E.R. McColville, J.E. Mills, J.F. Provencher, S.M. Bertram, H.A. MacMillan",10.1101/2025.01.16.633357,2025-01-16,2025,"Plastic pollution is ubiquitous, and animals are exposed to diverse plastic shapes and sizes. When plastics enter natural environments, they break down into microplastics (MPs; <5 mm) and likely become more accessible to smaller animals. Insects play critical environmental and economic roles, ingest plastics in the wild, and can physically degrade ingested MPs into smaller and more harmful nanoplastics. While particle size and body size undoubtedly impact plastic ingestion, we have no predictive understanding of how these factors interact to influence which plastics are a threat to which animals. To uncover these potential interactions, we studied how a model cricket species ( Gryllodes sigillatus ) interacts with plastics of differing sizes throughout a twentyfold change in body size during growth and development. We fed crickets a range of MP sizes of 38 to 500 µm with clearly defined particle size thresholds. We investigated whether crickets would avoid MPs when given a choice and found that they do not; instead they gradually began to consume more of the plastic diet over time. We then studied how MP ingestion is influenced by body size and mouth size, and the extent of breakdown that occurs once MPs are ingested. We found that crickets would only consume whole beads when their mouth size was larger than the MP. While small MPs were more likely to be excreted whole, larger MPs were more extensively broken down as crickets grew. We conclude that crickets do not exhibit avoidance behaviour towards plastic and ingest it once a particle can be consumed whole. These effects of insect behaviour and body size on the likelihood of plastic ingestion and the degree to which MPs are degraded have important implications for regulating the size classes of plastic particles entering natural environments and how plastics move through those environments once discarded.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bioRxiv (preprint)
bio_4a5969be6cf8,Real-time assessment of the impacts of polystyrene and silver nanoparticles on hatching process and early-stage development of  Artemia  using a microfluidic platform,"Preyojon Dey, Terence M. Bradley, Alicia Boymelgreen *",10.1101/2023.08.16.553636,2023-08-16,2023,"The development of real-time in-situ monitoring techniques is key to advancing a mechanistic understanding of the impacts of marine pollution, which is challenging to acquire through traditional end-point toxicity testing. We investigated the impacts of different nanopollutants on the hatching process and early-stage development of marine organisms, a vulnerable life stage, by observing oxygen consumption in real-time and morphological changes at regular intervals using a microfluidic platform. Here, two common and distinct nanoparticle (NP) types - polystyrene (PS) nanoplastic and silver (Ag) nanometal, were examined to assess and compare impacts on the hatching process and nauplius stage (first larval stage) of  Artemia , a widely used zooplankton model in ecotoxicological studies. The study was conducted over a wide range of doses that are relevant to different environmental conditions, ranging from 0-1 mg/L, over a period of 24 hours. The hatching process of  Artemia  is comprised of four distinct stages which can be differentiated by metabolism and morphology: hydration, differentiation, emergence, and hatching. During hatching, NP exposure altered the time needed for the resumption of dormant  Artemia  cysts (hydration duration) at the lowest dose, dramatically prolonged the differentiation stage, and slowed embryo emergence from the cysts. The remaining time for the hatching stage during the experimental timeframe was also shortened. Overall, the presence of NPs led to increased oxygen consumption in multiple stages of the hatching process. Hatchability increased significantly with NP concentration although mortality showed an inverse pattern. This may be attributed to the increased aggregation of NPs in saltwater with increasing concentration which limits bioavailability during hatching but may be more readily consumed post-hatch. Ag NPs had a greater effect on hatching and mortality in comparison to PS NPs. A significant impact of NPs on swimming speed was ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,bioRxiv (preprint)
bio_f40ad8926c9f,Whole-Tissue Distribution Analysis for Visualization of Nanoplastics in the Mouse Brain,"Yang Mi, Tomohiro Ito, Kosuke Tanaka, Osamu Udagawa, Masaki Kakeyama, Yasuo Tsutsumi, Fumihiko Maekawa *",10.64898/2025.12.23.696138,2025-12-23,2025,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,bioRxiv (preprint)
bio_3e202c426f0c,"Small Particles, Big Problems: Polystyrene nanoparticles induce DNA damage, oxidative stress, migration, and mitogenic pathways predominantly in non-malignant lung cells","Büsra Ernhofer, Andreas Spittler, Franziska Ferk, Miroslav Mišík, Martha Magdalena Zylka, Lisa Glatt, Kristiina Boettiger, Anna Solta, Dominik Kirchhofer, Gerald Timelthaler, Zsolt Megyesfalvi, Verena Kopatz, Heinrich Kovar, Siegfried Knasmueller, Clemens Aigner, Lukas Kenner, Balazs Döme *, Karin Schelch *",10.1101/2025.03.24.644975,2025-03-24,2025,"Polystyrene micro-and nanoplastics (PS-MNPs) are emerging environmental pollutants with potential implications for human health. In this study, we used two different sizes of PS-MNPs (0.25 µm and 1 µm) on non-small cell lung cancer (A549, H460), small cell lung cancer (DMS53, H372), and normal lung epithelial (BEAS-2B) cells, as well as on human-derived lung organoids, to investigate the cytotoxic effects of PS particles. At lower concentrations (< 30 µg/cm 2 , equivalent to 50 µg/ml), neither PS-MPs nor PS-NPs did not interfere with cell viability or proliferation. Intracellular kinetic assays revealed that non-malignant (BEAS-2B) lung cells showed the strongest turnover of PS-NPs compared to malignant cells. Since PS-NPs exhibited more pronounced cellular effects, we focused further analyses on their impact. Furthermore, we observed significantly increased migration, prolonged S-phase arrest along with induced DNA damage, and oxidative stress in non-malignant (BEAS-2B) lung cells. Thus, our data suggest that BEAS-2B cells exhibit the highest sensitivity to PS-NPs. We also demonstrate that after PS-NP treatment, these cells displayed decreased base excision repair capacity and increased activation of survival pathways, including AKT and ERK phosphorylation. PS-NP internalization and increase of signal pathways were validated in a more physiological lung organoid setting. Altogether, our findings suggest that PS-NPs do not significantly affect the malignant behavior of cancer cells. However, they could promote tumor-like features in normal lung cells by inducing survival pathways, migration, and alterations in stress response mechanisms. This study investigates the effects of polystyrene micro-and nanoplastics (PS-MNPs) at environmentally relevant concentrations. The tested concentrations of PS-MNPs (0, 15, 30, and 60 µg/cm 2 , equivalent to 0, 25, 50, and 100 µg/ml) are commonly studied in the literature in lung cells. While these findings provide insights into cel",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,bioRxiv (preprint)
bio_8b5553ed6dc0,What is particular about microplastics? A meta-analysis of the toxicity of microplastics and suspended sediments,"M. Ogonowski *, M. Wagner, B. Rogell, M. Haave, A. Lusher",10.1101/2022.11.01.514507,2022-11-01,2022,"Microplastics (MP) are perceived as a threat to aquatic ecosystems but bear many similarities to suspended sediments which are often considered less harmful. It is, therefore pertinent to determine if and to what extent MPs are different from other particles occurring in aquatic ecosystems in terms of their adverse effects. We applied meta-regressions to hazard data extracted from the literature and harmonized the data to construct Species Sensitivity Distributions (SSDs) for both types of particles. The results demonstrate that the average toxicity of MPs is approximately one order of magnitude higher than that of suspended solids. However, the estimates were associated with large uncertainties and did not provide very strong evidence. In part, this is due to the general lack of comparable experimental studies and dose-dependent point estimates. We, therefore, argue that a precautionary approach should be used and MP in the 1–1000 µm size range should be considered moderately more hazardous to aquatic organisms capable of ingesting such particles. Organisms inhabiting oligotrophic habitats like coral reefs and alpine lakes, with naturally low levels of non-food particles are likely more vulnerable, and it is reasonable to assume that MP pose a relatively higher risk to aquatic life in such habitats. A meta-analysis indicates that microplastics are one order of magnitude more toxic than suspended sediments/solids, an estimate surrounded by considerable uncertainty. Graphical abstract",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bioRxiv (preprint)
